,Part Number,Supplier Name,Description,Quantity,Price,Total Cost,Margin %,Months No Sale
87546,KXC00021/A,royal enfield,"touring mirror,homologated",1,335.99,224.0,33.331349147296045,8
87547,KXC00047/F,royal enfield,bar end mirror mounting kit,1,23.99,14.88,37.97415589829096,10
87548,KXF00010/H,royal enfield,"pannier mount-rh, procured",2,76.99,95.2,38.17378880374075,10
87552,KXG00020/G,royal enfield,silver trapezium engine guard,2,176.49,220.16000000000005,37.62819423196782,8
87553,KXH00007/A,royal enfield,rider seat - procured kit,2,153.99,193.2,37.26865380868888,10
87555,KXH00010/B,royal enfield,black touring dual seat,1,328.99,215.6,34.46609319432202,8
87556,KXH00011/A,royal enfield,"single seat cowl, black magic",1,174.99,113.4,35.196296931253215,10
87557,KXH00012/A,royal enfield,"single seat cowl, ice queen",2,174.99,226.8,35.196296931253215,10
87586,LED8020-SB,admore lights,8 inch light bar,1,299.99,199.0,33.664455481849394,7
87588,LED8020-SB-SMK,admore lights,admore 8 inch smoked light,1,299.99,199.0,33.664455481849394,7
87592,LEH0703912900S,full bore,bar risers,1,179.48,116.66,35.0011143302875,7
89597,MAR10A-J,parts canada/power twins,mar10a-j ngk spark plug,2,29.99,38.94,35.07835945315105,7
89603,MAR9AJ,thibault canada,ngk standard spark plug,20,28.99,376.8,35.01207312866506,42
89622,MBTA22800-10,triumph,toucan boot-10,2,649.99,844.9200000000001,35.005153925445,3
89623,MBTA22800-11,triumph,toucan boot-11,2,649.99,844.9200000000001,35.005153925445,3
89624,MBTA22800-12,triumph,toucan boot-12,2,649.99,844.9200000000001,35.005153925445,3
89625,MBTA22800-9,triumph,toucan boot-9,1,649.99,422.46,35.005153925445,3
89629,MBTA22802-10,triumph,belize boot-10,1,369.99,240.46,35.00905429876483,2
89630,MBTA22802-11,triumph,belize boot-11,1,369.99,240.46,35.00905429876483,2
89631,MBTA22802-12,triumph,belize boot-12,2,369.99,480.92,35.00905429876483,3
89632,MBTA22802-9,triumph,belize boot-9,1,369.99,240.46,35.00905429876483,0
89638,MBTA22804-10,triumph,fast3 shoe-10,2,249.99,324.92,35.01340053602144,3
89639,MBTA22804-11,triumph,fast3 shoe-11,1,249.99,162.46,35.01340053602144,1
89640,MBTA22804-12,triumph,fast3 shoe-12,2,249.99,324.92,35.01340053602144,3
89641,MBTA22804-8,triumph,fast3 shoe-8,2,249.99,324.92,35.01340053602144,3
89643,MBTA22805-10,triumph,j-6 wp shoe-10,1,264.99,172.21,35.01264198649005,0
89644,MBTA22805-11,triumph,j-6 wp shoe-11,2,264.99,344.42,35.01264198649005,3
89645,MBTA22805-12,triumph,j-6 wp shoe-12,2,264.99,344.42,35.01264198649005,3
89646,MBTA22805-8,triumph,j-6 wp shoe-8,2,264.99,344.42,35.01264198649005,3
89647,MBTA22805-9,triumph,j-6 wp shoe-9,2,264.99,344.42,35.01264198649005,3
89695,MC900L,parts canada/power twins,cover econo blk - lg,1,51.99,33.77,35.045201000192336,7
89725,MCAS15308,triumph,logo cap black x1,2,44.99,62.98,30.00666814847744,12
89737,MCAS20310,triumph,norfolk cap,3,39.99,77.97,35.00875218804701,6
89739,MCAS20312,triumph,mundesley black cap,4,39.99,103.96,35.00875218804701,5
89741,MCAS21002,triumph,charles cap,5,44.99,146.15000000000003,35.03000666814848,22
89742,MCAS21003,triumph,chambers cap,4,44.99,116.92000000000002,35.03000666814848,11
89745,MCAS22303,triumph,whysall cap b/b,3,44.99,87.69000000000001,35.03000666814848,3
89746,MCAS22304,triumph,dude cap b/w,3,44.99,87.69000000000001,35.03000666814848,3
89748,MCAS22311,triumph,dude cap k/b,3,44.99,87.69000000000001,35.03000666814848,4
89750,MCAS2343,triumph,"pritchard,trckr,cap",3,44.99,87.72,35.007779506557014,3
89751,MCAS2355,triumph,"ellis,trckr,cap,blk/blk",3,44.99,87.72,35.007779506557014,3
89752,MCAS2356,triumph,"ellis,trckr,cap,khaki",3,44.99,87.72,35.007779506557014,3
89753,MCAS2357,triumph,"ellis,trckr,cap,bn/nvy",3,44.99,87.72,35.007779506557014,3
89793,MDJS17119-42R,triumph,lite riding jeans-42r,1,259.99,181.99,30.001153890534248,23
89799,MDJS17125-32R,triumph,hero riding jean-32r,1,359.99,234.01,34.99541653934832,49
89809,MDJS20200-30R,triumph,rokker jean,1,449.99,292.49,35.00077779506211,11
89810,MDJS20200-32R,triumph,rokker jean,2,449.99,584.98,35.00077779506211,13
89811,MDJS20200-34R,triumph,rokker jean,4,449.99,1169.96,35.00077779506211,3
89812,MDJS20200-36R,triumph,rokker jean,4,449.99,1169.96,35.00077779506211,3
89814,MDJS20200-38R,triumph,rokker jean,4,449.99,1169.96,35.00077779506211,3
89815,MDJS21108-28R,triumph,redgate jean,4,399.99,1039.96,35.000875021875544,14
89816,MDJS21108-30R,triumph,redgate jean,4,399.99,1039.96,35.000875021875544,14
89817,MDJS21108-32R,triumph,redgate jean,4,399.99,1039.96,35.000875021875544,14
89818,MDJS21108-34R,triumph,redgate jean,2,399.99,519.98,35.000875021875544,0
89819,MDJS21108-36R,triumph,redgate jean,4,399.99,1039.96,35.000875021875544,14
89820,MDJS21108-38R,triumph,redgate jean,4,399.99,1039.96,35.000875021875544,14
89824,MDJS21127-28R,triumph,craner jean blk,2,289.99,376.96,35.00465533294251,13
89825,MDJS21127-30R,triumph,craner jean blk,2,289.99,376.96,35.00465533294251,13
89826,MDJS21127-32R,triumph,craner jean blk,1,289.99,188.48,35.00465533294251,4
89827,MDJS21127-34R,triumph,craner jean blk,1,289.99,188.48,35.00465533294251,3
89828,MDJS21127-36R,triumph,craner jean blk,2,289.99,376.96,35.00465533294251,13
89829,MDJS21127-38R,triumph,craner jean blk,1,289.99,188.48,35.00465533294251,12
89891,MFNA2040-M-L,triumph,reflect jacket,3,124.99,243.69,35.010800864069125,3
89892,MFNA2040-XS-S,triumph,reflect jacket,2,124.99,162.45999999999998,35.010800864069125,3
89893,MFNA2041-M-L,triumph,reflective vest,3,89.99,175.46999999999997,35.00388932103567,3
89894,MFNA2041-XS-S,triumph,reflective vest,2,89.99,116.98,35.00388932103567,3
89895,MFNA2042-M-L,triumph,bright vest,2,79.99,103.95999999999998,35.01687710963871,15
89897,MFNA2043-M-L,triumph,bright brace,7,54.99,250.18,35.006364793598834,24
89898,MFNA2043-XS-S,triumph,bright brace,4,54.99,142.96,35.006364793598834,1
89901,MFNA2045-M-L,triumph,rain jeans,1,99.99,64.99,35.003500350035004,1
89903,MFNA2046-M-L,triumph,rain suit,2,190.99,247.00000000000003,35.33692863500706,3
89904,MFNA2046-XS-S,triumph,rain suit,1,190.99,123.5,35.33692863500706,3
89907,MFNA2058-M-L,triumph,bright jacket,3,104.99,204.72,35.00333365082389,18
89908,MFNA2058-XS-S,triumph,bright jacket,2,104.99,136.48,35.00333365082389,6
89909,MFNA2059-M-L,triumph,l/slv b layer,4,99.99,259.96,35.003500350035004,3
89910,MFNA2059-XS-S,triumph,l/slv b layer,2,99.99,129.98,35.003500350035004,3
89911,MFNA2060-M-L,triumph,leggings b lyr,2,79.99,103.95999999999998,35.01687710963871,3
89941,MFNS20509,triumph,d3o ghost hip,2,29.99,38.98,35.01167055685229,11
89943,MFNS20520-L,triumph,d3o bp4 l2-l,1,59.99,38.99,35.00583430571762,3
89961,MGOS18300,triumph,barstow goggles,1,104.99,69.16,34.12705971997333,49
90003,MGVA22002-L,triumph,pinnock glv-l,2,149.99,194.98,35.002333488899254,7
90004,MGVA22002-M,triumph,pinnock glv-m,2,149.99,194.98,35.002333488899254,7
90005,MGVA22002-XL,triumph,pinnock glv-xl,2,149.99,194.98,35.002333488899254,7
90006,MGVA22002-XXL,triumph,pinnock glv-xxl,2,149.99,194.98,35.002333488899254,7
90007,MGVA22003-L,triumph,dgaard glv-l,1,199.99,129.99,35.00175008750438,6
90008,MGVA22003-M,triumph,dgaard glv-m,2,199.99,259.98,35.00175008750438,7
90009,MGVA22003-XL,triumph,dgaard glv-xl,2,199.99,259.98,35.00175008750438,7
90010,MGVA22003-XXL,triumph,dgaard glv-xxl,2,199.99,259.98,35.00175008750438,7
90011,MGVA22005-L,triumph,jansson glv-l,1,114.99,74.74,35.00304374293417,0
90012,MGVA22005-M,triumph,jansson glv-m,2,114.99,149.48,35.00304374293417,3
90013,MGVA22005-XL,triumph,jansson glv-xl,2,114.99,149.48,35.00304374293417,3
90056,MGVS17303-M,triumph,flag glove-m,3,94.99,185.22,35.003684598378776,0
90058,MGVS17303-XL,triumph,flag glove-xl,3,94.99,185.22,35.003684598378776,0
90059,MGVS17303-XXL,triumph,flag glove-xxl,2,94.99,123.48,35.003684598378776,2
90060,MGVS17304-L,triumph,mono flag glove-l,3,99.99,194.97,35.003500350035004,4
90061,MGVS17304-M,triumph,mono flag glove-m,4,99.99,259.96,35.003500350035004,14
90062,MGVS17304-S,triumph,"mono,flag,glove,s",2,99.99,129.98,35.003500350035004,4
90064,MGVS17304-XXL,triumph,mono flag glove-xxl,1,99.99,64.99,35.003500350035004,1
90076,MGVS18120-M,triumph,brookes gloves,1,104.99,68.22999999999999,35.012858367463565,0
90077,MGVS18120-S,triumph,brookes gloves,1,104.99,68.22999999999999,35.012858367463565,0
90078,MGVS18120-XL,triumph,brookes gloves,1,104.99,68.22999999999999,35.012858367463565,0
90079,MGVS18120-XXL,triumph,brookes gloves,2,104.99,136.45999999999998,35.012858367463565,0
90082,MGVS18123-L,triumph,peak gloves,1,204.99,143.31,30.08927264744621,16
90085,MGVS18123-XL,triumph,peak gloves,1,204.99,143.31,30.08927264744621,30
90086,MGVS18123-XXL,triumph,peak gloves,1,204.99,143.31,30.08927264744621,30
90115,MGVS20116-L,triumph,flag mesh glove,3,94.99,184.47,35.26687019686283,3
90116,MGVS20116-M,triumph,flag mesh glove,4,94.99,245.72,35.330034740499,12
90117,MGVS20116-S,triumph,flag mesh glove,1,94.99,61.42999999999999,35.330034740499,1
90118,MGVS20116-XL,triumph,flag mesh glove,2,94.99,122.98,35.26687019686283,3
90119,MGVS20116-XXL,triumph,flag mesh glove,3,94.99,184.47,35.26687019686283,0
90120,MGVS20117-L,triumph,black raven,1,189.99,123.48,35.0071056371388,23
90127,MGVS20118-S,triumph,banner blk glv,1,94.99,61.74,35.003684598378776,21
90131,MGVS20119-M,triumph,banner brn glv,1,94.99,61.74,35.003684598378776,11
90132,MGVS20119-S,triumph,banner brn glv,3,94.99,185.22,35.003684598378776,13
90134,MGVS20119-XXL,triumph,banner brn glv,1,94.99,61.74,35.003684598378776,26
90135,MGVS20120-L,triumph,newton glove,3,99.99,194.97,35.003500350035004,0
90136,MGVS20120-M,triumph,newton glove,4,99.99,259.96,35.003500350035004,0
90137,MGVS20120-S,triumph,newton glove,1,99.99,64.99,35.003500350035004,0
90138,MGVS20120-XL,triumph,newton glove,4,99.99,259.96,35.003500350035004,0
90139,MGVS20120-XXL,triumph,newton glove,1,99.99,64.99,35.003500350035004,12
90140,MGVS20121-L,triumph,harleston glove,2,124.99,162.45999999999998,35.010800864069125,10
90141,MGVS20121-M,triumph,harleston glove,2,124.99,162.45999999999998,35.010800864069125,8
90142,MGVS20121-S,triumph,harleston glove,1,124.99,81.22999999999999,35.010800864069125,16
90143,MGVS20121-XL,triumph,harleston glove,2,124.99,162.45999999999998,35.010800864069125,4
90144,MGVS20121-XXL,triumph,harleston glove,1,124.99,81.22999999999999,35.010800864069125,5
90149,MGVS21116-XXL,triumph,sulby msh g-xxl,1,89.99,58.49,35.00388932103567,1
90150,MGVS21119-L,triumph,linton gtx-l,2,199.99,259.98,35.00175008750438,13
90153,MGVS21119-XL,triumph,linton gtx-xl,2,199.99,259.98,35.00175008750438,13
90155,MGVS21318-L,triumph,alder gtx gl-l,1,244.99,159.23000000000002,35.005510428997106,6
90156,MGVS21318-M,triumph,alder gtx gl-m,2,244.99,318.46000000000004,35.005510428997106,16
90157,MGVS21318-S,triumph,alder gtx gl-s,3,244.99,477.69000000000005,35.005510428997106,13
90158,MGVS21318-XL,triumph,alder gtx gl-xl,2,244.99,318.46000000000004,35.005510428997106,14
90159,MGVS21318-XXL,triumph,alder gtx g-xxl,3,244.99,477.69000000000005,35.005510428997106,13
90162,MGVS21319-S,triumph,rutland gtx-s,2,174.99,227.48,35.002000114292244,0
90164,MGVS21319-XXL,triumph,rutland gtx-xxl,1,174.99,113.74,35.002000114292244,0
90170,MGVS2200-001L,triumph,triple glv-l,3,269.99,526.47,35.00129634430905,2
90171,MGVS2200-001M,triumph,triple glv-m,3,269.99,526.47,35.00129634430905,0
90172,MGVS2200-001S,triumph,triple glv-s,2,269.99,350.98,35.00129634430905,3
90173,MGVS2201-001L,triumph,tplr p glve-l,2,124.99,162.45999999999998,35.010800864069125,2
90174,MGVS2201-001M,triumph,tplr p glve-m,5,124.99,406.15,35.010800864069125,1
90175,MGVS2201-001S,triumph,tplr p glve-s,1,124.99,81.22999999999999,35.010800864069125,2
90178,MGVS2205-401S,triumph,reck glv-s,1,99.99,64.99,35.003500350035004,3
90179,MGVS2207-500L,triumph,harl g glv-l,1,129.99,84.48000000000002,35.01038541426263,9
90180,MGVS2207-500M,triumph,harl g glv-m,2,129.99,168.96000000000004,35.01038541426263,13
90181,MGVS2207-500S,triumph,harl g glv-s,2,129.99,168.96000000000004,35.01038541426263,13
90182,MGVS2208-205L,triumph,cal brg glv-l,2,104.99,136.5,34.99380893418421,3
90183,MGVS2208-205M,triumph,cal brg glv-m,2,104.99,136.5,34.99380893418421,3
90184,MGVS2208-205S,triumph,cal brg glv-s,2,104.99,136.5,34.99380893418421,3
90185,MGVS2211-103L,triumph,cali r glv-l,1,104.99,68.25,34.99380893418421,14
90186,MGVS2211-103M,triumph,cali r glv-m,1,104.99,68.25,34.99380893418421,14
90187,MGVS2211-103S,triumph,cali r glv-s,1,104.99,68.25,34.99380893418421,14
90188,MGVS2348-L,triumph,"checkerboard,glv,l",2,125.99,162.5,35.51075482181126,3
90189,MGVS2348-M,triumph,"checkerboard,glv,m",2,125.99,162.5,35.51075482181126,3
90190,MGVS2348-S,triumph,"checkerboard,glv,s",1,125.99,81.25,35.51075482181126,3
90191,MGVS2348-XL,triumph,"checkerboard,glv,xl",1,125.99,81.25,35.51075482181126,3
90192,MGVS2350-L,triumph,"spark,glove,l",2,104.99,136.5,34.99380893418421,3
90193,MGVS2350-M,triumph,"spark,glove,m",2,104.99,136.5,34.99380893418421,3
90194,MGVS2350-S,triumph,"spark,glove,s",1,104.99,68.25,34.99380893418421,3
90195,MGVS2350-XL,triumph,"spark,glove,xl",1,104.99,68.25,34.99380893418421,3
90371,MLES22100-M,triumph,assy b jkt-m,1,639.99,415.99,35.000546883545056,13
90372,MLES22100-XL,triumph,assy b jkt-xl,1,639.99,415.99,35.000546883545056,14
90373,MLES22103-L,triumph,bradn race-l,1,699.99,454.99,35.00050000714296,14
90374,MLES22103-M,triumph,bradn race-m,1,699.99,454.99,35.00050000714296,14
90377,MLES22106-L,triumph,bradn air jkt-l,1,655.99,425.75,35.09809600756109,13
90378,MLES22106-M,triumph,bradn air jkt-m,2,655.99,851.5,35.09809600756109,3
90379,MLES22106-S,triumph,bradn air jkt-s,2,655.99,851.5,35.09809600756109,3
90380,MLES22106-XL,triumph,bradn air jk-xl,1,655.99,425.75,35.09809600756109,0
90381,MLES22106-XXL,triumph,bradn air j-xxl,1,655.99,425.75,35.09809600756109,12
90382,MLES22107-L,triumph,lds brad air-l,1,639.99,415.99,35.000546883545056,11
90383,MLES22107-M,triumph,lds brad air-m,1,639.99,415.99,35.000546883545056,2
90384,MLES22107-S,triumph,lds brad air-s,1,639.99,415.99,35.000546883545056,11
90385,MLES22107-XL,triumph,lds brad air-xl,2,639.99,831.98,35.000546883545056,3
90386,MLES22107-XXL,triumph,lds brd air-xxl,2,639.99,831.98,35.000546883545056,3
90387,MLES22108-L,triumph,"l,braddan,sport,red,l",1,624.99,406.24,35.00056000896014,3
90388,MLES22108-M,triumph,"l,braddan,sport,red,m",1,624.99,406.24,35.00056000896014,3
90389,MLES22108-XL,triumph,"l,braddan,sport,red,xl",1,624.99,406.24,35.00056000896014,3
90403,MLES2337-L,triumph,"bdn,air,race,jckt,racing\grn,l",2,624.99,812.48,35.00056000896014,3
90404,MLES2337-M,triumph,"bdn,air,race,jckt,racing\grn,m",2,624.99,812.48,35.00056000896014,3
90405,MLES2337-S,triumph,"bdn,air,race,jckt,racing\grn,s",1,624.99,406.24,35.00056000896014,3
90406,MLES2337-XL,triumph,"bdn,air,race,jckt,racing\grn,xl",2,624.99,812.48,35.00056000896014,3
90407,MLES2337-XXL,triumph,"bdn,air,race,jckt,racing\grn,",1,624.99,406.24,35.00056000896014,3
90476,MLHS19E30-L,triumph,vance jacket,1,574.99,373.75,34.99886954555731,11
90482,MLHS20111-M,triumph,braddan jacket,1,699.99,454.99,35.00050000714296,1
90483,MLHS20111-S,triumph,braddan jacket,1,699.99,454.99,35.00050000714296,13
90486,MLHS21101-L,triumph,braddan l,2,665.99,864.52,35.095121548371594,26
90487,MLHS21101-M,triumph,braddan m,2,665.99,864.52,35.095121548371594,26
90491,MLHS21102-L,triumph,perf braddan,1,655.99,425.75,35.09809600756109,26
90492,MLHS21102-M,triumph,perf braddan,1,655.99,425.75,35.09809600756109,26
90493,MLHS21102-S,triumph,perf braddan,2,655.99,851.5,35.09809600756109,26
90494,MLHS21102-XL,triumph,perf braddan,1,655.99,425.75,35.09809600756109,26
90505,MLJS20531-36,triumph,triple jean,1,550.99,357.5,35.11678977839888,27
90506,MLJS20531-38,triumph,triple jean,1,550.99,357.5,35.11678977839888,24
90510,MLJS2201-38,triumph,tsport pant-38,1,570.99,370.5,35.1126989964798,14
90511,MLJS2201-40,triumph,tsport pant-40,1,570.99,370.5,35.1126989964798,14
90513,MLJS2337-32,triumph,roadstr pnt-32,1,630.99,409.5,35.101982598773354,4
90558,MLLS21105-L,triumph,braddan ls jkt,1,639.99,415.99,35.000546883545056,16
90559,MLLS21105-M,triumph,braddan ls jkt,1,639.99,415.99,35.000546883545056,17
90561,MLLS21105-XL,triumph,braddan ls jkt,3,639.99,1247.97,35.000546883545056,14
90562,MLLS21105-XXL,triumph,braddan ls jkt,2,639.99,831.98,35.000546883545056,24
90572,MLPS20530-L,triumph,triple jacket-l,1,689.99,448.49,35.00050725372832,16
90574,MLPS20530-S,triumph,triple jacket,1,689.99,448.49,35.00050725372832,24
90576,MLPS20530-XXL,triumph,triple jacket,1,689.99,448.49,35.00050725372832,14
90642,MLTS21106-L,triumph,braddan lds,2,444.99,578.48,35.000786534528864,2
90643,MLTS21106-M,triumph,braddan lds,1,444.99,289.24,35.000786534528864,2
90645,MLTS21106-XL,triumph,braddan lds,1,444.99,289.24,35.000786534528864,0
90646,MLTS21106-XXL,triumph,braddan lds,3,444.99,867.72,35.000786534528864,13
90647,MLTS21310-L,triumph,hythe jacke-l,2,474.99,617.48,35.00073685761805,14
90648,MLTS21310-M,triumph,hythe jacke-m,2,474.99,617.48,35.00073685761805,14
90650,MLTS21310-XL,triumph,hythe jacke-xl,2,474.99,617.48,35.00073685761805,14
90819,MPOS20002-L,triumph,"lustleigh,polo,wht,l",1,59.99,38.99,35.00583430571762,3
90820,MPOS20002-M,triumph,"lustleigh,polo,wht,m",1,59.99,38.99,35.00583430571762,3
90821,MPOS20002-S,triumph,"lustleigh,polo,wht,s",1,59.99,38.99,35.00583430571762,3
90822,MPOS20002-XL,triumph,"lustleigh,polo,wht,xl",1,59.99,38.99,35.00583430571762,3
90824,MPOS20003-L,triumph,lustleigh black,2,59.99,77.98,35.00583430571762,0
90825,MPOS20003-M,triumph,lustleigh black,3,59.99,116.97,35.00583430571762,7
90826,MPOS20003-S,triumph,lustleigh black,2,59.99,77.98,35.00583430571762,3
90827,MPOS20003-XL,triumph,lustleigh black,1,59.99,38.99,35.00583430571762,0
90990,MSWS20004-L,triumph,lavenham blk i,1,104.99,68.24,35.00333365082389,3
91002,MSWS20053-M,triumph,cartmel sw-m,1,99.99,64.99,35.003500350035004,0
91004,MSWS20053-XL,triumph,cartmel sw-xl,2,99.99,129.98,35.003500350035004,11
91005,MSWS20053-XXL,triumph,cartmel sw-xxl,1,99.99,64.99,35.003500350035004,3
91006,MSWS21015-L,triumph,digby black,1,104.99,68.24,35.00333365082389,7
91007,MSWS21015-M,triumph,digby black,4,104.99,272.96,35.00333365082389,25
91008,MSWS21015-S,triumph,digby black,3,104.99,204.72,35.00333365082389,13
91009,MSWS21015-XL,triumph,digby black,1,104.99,68.24,35.00333365082389,7
91010,MSWS21015-XXL,triumph,digby black,2,104.99,136.48,35.00333365082389,0
91011,MSWS21016-L,triumph,digby grey,2,104.99,136.48,35.00333365082389,3
91012,MSWS21016-M,triumph,digby grey,2,104.99,136.48,35.00333365082389,3
